hour_timestamp,avg_trip_distance,avg_tip_amount
0E+00,5.7030750952510200,2.58630574307534
1.000000000000000000,5.348030017217490,2.4387807448972200
2.000000000000000000,5.289300378419710,2.342139014989900
3.000000000000000000,9.005471925565990,2.3845415541076900
4.000000000000000000,6.1742404215208,2.701283716775280
5.000000000000000000,4.7402878430967,2.887108315652960
6.000000000000000000,8.6666672266823,2.4953519797565200
7.000000000000000000,14.822246610803500,2.3003875476934300
8.000000000000000000,12.459008623308800,2.255726872104510
9.000000000000000000,8.506686857542300,2.176381218336120
10.000000000000000000,6.904919533453690,2.1177660159441900
11.000000000000000000,7.611027246380980,2.1262979109571800
12.000000000000000000,5.929700419842910,2.1695868737215100
13.000000000000000000,6.383695669861960,2.202605996404520
14.000000000000000000,5.352619488759550,2.268808808857100
15.000000000000000000,5.533849467790250,2.3307328861912200
16.000000000000000000,5.736749721661630,2.457506981663290
17.000000000000000000,4.743918899806750,2.438770823896540
18.000000000000000000,3.845105156164130,2.391896741308410
19.000000000000000000,4.476977353193280,2.372116514595650
20.000000000000000000,4.094211563194940,2.4037588651568500
21.000000000000000000,5.459250979882170,2.506006366663950
22.000000000000000000,5.174760825417290,2.594057561104150
23.000000000000000000,5.295527981752240,2.602766799871410
