day,average_tip,average_distance
FRIDAY,21.046289279793122,7.1760046805135405
MONDAY,20.898713883535837,7.15898464685687
SATURDAY,22.161398887793684,6.730261864918082
SUNDAY,20.704546091380173,6.863906005363434
THURSDAY,21.815754411764583,6.808192785325363
TUESDAY,21.62204033277079,7.168780812687226
WEDNESDAY,20.693915006975743,6.554100030261648
