,range_start,range_end,locationid,total,Shape_Leng,the_geom,Shape_Area,zone,LocationID,borough,lat,lng
0,2020-01-01T00:00:00.000-08:00,2020-05-01T00:00:00.000-07:00,,0,,[[]],,,,,,
1,2020-05-01T00:00:00.000-07:00,2020-09-01T00:00:00.000-07:00,,0,,[[]],,,,,,
2,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,263.0,1,0.0370166252994,"[[-73.95218621999996, 40.77301984499992], [-73.95268514999994, 40.772339404999926], [-73.95505481599999, 40.773336850999954], [-73.95729409999986, 40.7742835549999], [-73.95679749099989, 40.77496631099994], [-73.95633492299991, 40.77560078299992], [-73.9558693369999, 40.77623622599986], [-73.9554072979999, 40.776868479999926], [-73.9549452009999, 40.77750394699991], [-73.95448224099997, 40.77813866499987], [-73.9539837019998, 40.77882210999991], [-73.95349212400005, 40.77949662199995], [-73.95303367999988, 40.780125454999926], [-73.95257421900006, 40.780753033999865], [-73.9521220329999, 40.78138670999995], [-73.95165920699998, 40.78200767399993], [-73.95119927299987, 40.7826333919999], [-73.95073913799986, 40.783261709999884], [-73.95028254899988, 40.783890469999946], [-73.9498239039999, 40.784515570999886], [-73.94933170599992, 40.78519312699994], [-73.94706938199998, 40.78423622699995], [-73.94472264499986, 40.78324757199989], [-73.94521308599991, 40.782570746999944], [-73.94525035499998, 40.782519863999916], [-73.94536565199984, 40.78236245099987], [-73.94566981599996, 40.78194717599993], [-73.94573785299986, 40.781854041999964], [-73.94588094499986, 40.78165816599989], [-73.94613091699998, 40.78131597799995], [-73.946197187, 40.78122601799986], [-73.94630631700001, 40.781077875999884], [-73.94642443299978, 40.78091753399991], [-73.94647764199985, 40.78084530299988], [-73.94659059199999, 40.78069197399987], [-73.9470492189998, 40.78006434699994], [-73.94750818099986, 40.77943712299992], [-73.94796768199993, 40.77880646599992], [-73.94842272599978, 40.77818264099989], [-73.9488804199999, 40.77755328499992], [-73.9493736669999, 40.776875747999945], [-73.94987249699994, 40.77619615099997], [-73.95033856500001, 40.77556320899991], [-73.95079834699999, 40.774927767999884], [-73.9512617339999, 40.774291940999944], [-73.95172338299997, 40.77365653199994], [-73.95181761599994, 40.77352690399989], [-73.95218621999996, 40.77301984499992]]",6.5769766417e-05,Yorkville West,263.0,Manhattan,40.77901985064576,-73.95019865397909
3,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,163.0,1,0.0341768669752,"[[-73.98136213699995, 40.76783673899992], [-73.97907658799991, 40.76687608599993], [-73.97836113000002, 40.766573710999886], [-73.97623388799995, 40.765674630999854], [-73.9741922899999, 40.764806527999916], [-73.9736358469999, 40.76456991299992], [-73.97301487199995, 40.76427887899991], [-73.97141141699996, 40.763587473999955], [-73.9699048929999, 40.762958042999834], [-73.96980028899992, 40.76291351199995], [-73.97025814699983, 40.76228875299991], [-73.97075063899997, 40.76160870199995], [-73.97124277300003, 40.76093641799986], [-73.97133777299992, 40.760977297999894], [-73.97285250499992, 40.76161435699987], [-73.97445730599989, 40.762293083999914], [-73.977686006, 40.76364440299992], [-73.97813931699997, 40.76302401399992], [-73.97860169399989, 40.76239607199995], [-73.98143351999995, 40.763594359999914], [-73.9824697079998, 40.76403346399993], [-73.98428230099987, 40.76479181499995], [-73.98382185700001, 40.76541847499991], [-73.98336657899995, 40.766045241999926], [-73.98287713499988, 40.766715594999866], [-73.98236545099999, 40.7673921529999], [-73.98215157200003, 40.76768179699994], [-73.98205899699985, 40.76764257499985], [-73.9820588189999, 40.76764250299994], [-73.98205860599991, 40.76764244899991], [-73.98195445399982, 40.76761766099985], [-73.981954182, 40.76761759699986], [-73.98195388499981, 40.76761757899992], [-73.98184408100003, 40.76760970899987], [-73.98184380799981, 40.76760969099991], [-73.98184353599999, 40.767609717999925], [-73.98173502899986, 40.76761929099996], [-73.98173489899985, 40.76761929999994], [-73.98173478100003, 40.7676193279999], [-73.98163412099991, 40.76764472399989], [-73.98155301499993, 40.76768021699989], [-73.98147898799989, 40.76772505899991], [-73.98141469499981, 40.76777787299987], [-73.98136213699995, 40.76783673899992]]",4.085678042e-05,Midtown North,163.0,Manhattan,40.76556053479537,-73.9787569469772
4,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,231.0,1,0.0634201165587,"[[-74.00931760399995, 40.72470155099989], [-74.00864380599997, 40.72422131699991], [-74.00857090999989, 40.724169354999894], [-74.00830216299991, 40.72397780899997], [-74.00807835299996, 40.72382686299988], [-74.00791205999997, 40.72369976699988], [-74.00762904199998, 40.72349770399995], [-74.00629841699995, 40.72254950399988], [-74.00591289899992, 40.7222529489999], [-74.0053098609999, 40.72182419199987], [-74.00522684899992, 40.72174422199989], [-74.00463516199997, 40.721353632999865], [-74.00392928399991, 40.72085443499993], [-74.00351186399998, 40.7205563519999], [-74.0032595509999, 40.72037709599996], [-74.00260001899987, 40.719903425999874], [-74.00188406299992, 40.71939757099991], [-74.00140055699995, 40.719052620999896], [-74.00127273399993, 40.71896142599997], [-74.00053195499999, 40.71843023899987], [-73.999956209, 40.71801709499989], [-74.00027443699997, 40.71761940199987], [-74.00081842499998, 40.71692970799994], [-74.00168306199991, 40.71574412299987], [-74.00211455799992, 40.715158909999936], [-74.002453932, 40.71478981999997], [-74.00272286199994, 40.71438970899991], [-74.00321983099997, 40.714036236999895], [-74.00360280399998, 40.71364542999989], [-74.004059007, 40.71313478999985], [-74.00421405399993, 40.712980742999896], [-74.00429113899996, 40.71290782599993], [-74.00470652299994, 40.71257401499987], [-74.00485768099996, 40.7124525409999], [-74.00498716699994, 40.712374856999894], [-74.00512712599992, 40.71230677399993], [-74.00527561999998, 40.71224943999993], [-74.00543047899994, 40.712203694999914], [-74.00558932999998, 40.712170053999905], [-74.00574044699991, 40.71208875699989], [-74.00589174999999, 40.71200715999993], [-74.00607752399999, 40.7119623529999], [-74.00698584099997, 40.71173749899987], [-74.00738921499999, 40.71164226999986], [-74.00746749399993, 40.71156690299989], [-74.00796787799999, 40.71144733199986], [-74.00834760999993, 40.71135854599988], [-74.00860085399992, 40.711392239999945], [-74.00883879499997, 40.71150395899991], [-74.01012167499995, 40.71208469599989], [-74.01166334799997, 40.71279805599988], [-74.01254378499995, 40.713179103999934], [-74.01359729999992, 40.7136233779999], [-74.01375388499997, 40.71369055499988], [-74.01359239999988, 40.71449431699989], [-74.01347524299992, 40.715110711999905], [-74.0133512149999, 40.71523331199993], [-74.01323384899992, 40.715656187999855], [-74.01314862399995, 40.716029349999886], [-74.0130514639999, 40.71645477099989], [-74.0128666309999, 40.717176100999886], [-74.01281566799992, 40.71735629799987], [-74.01244109199989, 40.71905767299989], [-74.0125546879999, 40.719069862999966], [-74.01270167899996, 40.71909177499987], [-74.01303068113208, 40.71913145590955], [-74.01301259080437, 40.71921511757715], [-74.01295868239187, 40.71947369644304], [-74.01296083955079, 40.71948393527159], [-74.0129144874633, 40.71970829322538], [-74.01294460912554, 40.719713197540514], [-74.01294583743953, 40.71969680842214], [-74.01302616790717, 40.71970920840729], [-74.01302432551543, 40.71972559759596], [-74.01344694115667, 40.71978202079137], [-74.01338906903435, 40.72004260727321], [-74.01396546195676, 40.72011613349159], [-74.01452415856508, 40.72018739744569], [-74.01450706139606, 40.720265906177275], [-74.01457231438083, 40.72027413774219], [-74.01451968588725, 40.72051578688329], [-74.01452586453652, 40.72051656945924], [-74.01452278990024, 40.72053205032778], [-74.01418581466784, 40.72048801202073], [-74.01414732641814, 40.720481589088564], [-74.01415861254227, 40.720431590837414], [-74.01409095949832, 40.720422747859125], [-74.01407954419396, 40.72047331152247], [-74.01400416755592, 40.720468520737754], [-74.01396301313083, 40.72046444645889], [-74.01396609722485, 40.72041363453815], [-74.01386714357214, 40.72040757231251], [-74.01385921064892, 40.72044993375784], [-74.013681739107, 40.720425901487225], [-74.0136874483683, 40.72039057527121], [-74.01364192748738, 40.720383366299956], [-74.01363580332405, 40.72041955013261], [-74.01354841723077, 40.72040685437942], [-74.01355378315908, 40.720368726324615], [-74.01350724376601, 40.720362832840436], [-74.01350069470506, 40.720401861823426], [-74.01296558526825, 40.720328675587126], [-74.01286909071982, 40.720833752211725], [-74.01323937337015, 40.72088798672807], [-74.01315895020863, 40.72125326078352], [-74.01313846153448, 40.72125131813748], [-74.01308347695151, 40.721528774532736], [-74.01308010145627, 40.721545807195234], [-74.01307805009768, 40.72154553033896], [-74.01304353513854, 40.72154472392732], [-74.01300955803927, 40.721560486512075], [-74.01253875807251, 40.721503176576356], [-74.0124917103152, 40.72177975782742], [-74.01237071715381, 40.722387580578996], [-74.01223080840143, 40.72305625707263], [-74.01209463829593, 40.72370705248107], [-74.01196432024551, 40.72432986411989], [-74.01159122599992, 40.724297603999936], [-74.01143933, 40.72428446899996], [-74.01135428299995, 40.724277182999884], [-74.011176661, 40.725169424999905], [-74.01103681999996, 40.72572537699997], [-74.01102457999994, 40.72579386199993], [-74.01092277299992, 40.72579415099991], [-74.0108123829999, 40.725789802999955], [-74.01004078699994, 40.725206162999925], [-74.00931760399995, 40.72470155099989]]",0.000166929752992,TriBeCa/Civic Center,231.0,Manhattan,40.71884791267151,-74.00988012165361
5,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,48.0,3,0.0437467441431,"[[-73.99117738199989, 40.75532984899993], [-73.99163271299996, 40.75470680499996], [-73.99446824699999, 40.75590886199993], [-73.99500601599988, 40.756136713999865], [-73.99511286399995, 40.756175773999864], [-73.99577488199998, 40.75645451499986], [-73.99730671499998, 40.757110506999894], [-73.997233738, 40.7572095429999], [-73.99692177899989, 40.757637581999894], [-73.99685244899985, 40.75773270899988], [-73.996800897, 40.757789159999945], [-73.99663529299984, 40.75801292199992], [-73.99640941599995, 40.75833915899992], [-73.99594236599988, 40.75898097899996], [-73.99547450199992, 40.7596268569999], [-73.99498358099996, 40.760300161999986], [-73.9945259329999, 40.760927044999924], [-73.99406959, 40.761552584999926], [-73.99360930599991, 40.76218343599989], [-73.99315623899986, 40.76280636099991], [-73.9927014349998, 40.76343080599987], [-73.99224402800002, 40.764056778999894], [-73.99178834099983, 40.76468386799991], [-73.99133264599988, 40.765309269999925], [-73.99087599499985, 40.7659342209999], [-73.99042167999981, 40.766561257999854], [-73.98996382699985, 40.7671874749999], [-73.98950498200001, 40.76781538199989], [-73.98905077199991, 40.768440091999906], [-73.98855898599986, 40.7691158169999], [-73.98806289599996, 40.769790799999925], [-73.98521720299992, 40.76859462999991], [-73.98236545099999, 40.7673921529999], [-73.98287713499988, 40.766715594999866], [-73.98336657899995, 40.766045241999926], [-73.98382185700001, 40.76541847499991], [-73.98428230099987, 40.76479181499995], [-73.98473393799985, 40.76416910499991], [-73.98519152199997, 40.76354367499996], [-73.98564677799999, 40.76291487399988], [-73.98610406199981, 40.76228995299988], [-73.98656138499996, 40.76166012199991], [-73.98701514599995, 40.76103736699991], [-73.987475247, 40.76040478699993], [-73.98792640699999, 40.75979027699988], [-73.98839044599993, 40.75916418599997], [-73.98884253899993, 40.75853349899993], [-73.98929727499991, 40.75790663699991], [-73.98979085399995, 40.75723313199991], [-73.99027621399986, 40.756567564999926], [-73.99072636299991, 40.75595040599996], [-73.99117738199989, 40.75532984899993]]",9.4253842538e-05,Clinton East,48.0,Manhattan,40.76139808919221,-73.99074395346146
6,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,170.0,1,0.0457690091051,"[[-73.97203331099983, 40.745804967999945], [-73.97212958899986, 40.74568090199994], [-73.97257598299977, 40.74506785499992], [-73.97302670299986, 40.74445004099993], [-73.97350835000003, 40.743782033999885], [-73.97522419999986, 40.744504681999906], [-73.97588117699995, 40.74477922399991], [-73.97735988999995, 40.74540421599994], [-73.97812378199983, 40.74572717299987], [-73.97860713299984, 40.7450578309999], [-73.9790584949999, 40.7444435519999], [-73.97950791000001, 40.74382520099996], [-73.97995899799996, 40.743205200999924], [-73.98040998099987, 40.74258715999988], [-73.98085965399993, 40.741969767999905], [-73.98245520799999, 40.74264695999995], [-73.98400852, 40.74329901799996], [-73.98407485299994, 40.7433247179999], [-73.98362519999995, 40.7439431149999], [-73.98317411899995, 40.7445603109999], [-73.98272686499999, 40.74518041399988], [-73.98233039299987, 40.74572641199994], [-73.98227872699987, 40.74579756299987], [-73.98183365099987, 40.74641659099996], [-73.98177455300002, 40.74649679899989], [-73.98134068699997, 40.747078663999936], [-73.98085054399985, 40.74775036999989], [-73.98094249999997, 40.747790070999905], [-73.98247211999985, 40.74843150099986], [-73.98407636100002, 40.74910212499994], [-73.983621411, 40.749723770999935], [-73.98317416299989, 40.75034220899994], [-73.98272387399996, 40.750958943999905], [-73.98227490399981, 40.75157729799986], [-73.98182244299983, 40.75219712699989], [-73.98137143199989, 40.752813855999946], [-73.98088709899987, 40.75348098899989], [-73.97928686199992, 40.75280049699995], [-73.9783696929999, 40.75241622699992], [-73.97779152099986, 40.7521675949999], [-73.97767660499981, 40.7521189369999], [-73.97754284999984, 40.7520635559999], [-73.97710781099983, 40.75188340599991], [-73.97685152399993, 40.75177649399989], [-73.97604824899986, 40.75144139299993], [-73.9744494109998, 40.75076644499992], [-73.9749347119999, 40.75009962799993], [-73.97538295899986, 40.74948305799993], [-73.9758346669999, 40.74886314599998], [-73.97497000599988, 40.748501848999865], [-73.97359187599997, 40.74791866299991], [-73.9727379199999, 40.74755798999995], [-73.97121971999988, 40.74692154099996], [-73.97165740599984, 40.746303693999955], [-73.97174810699977, 40.74618613899989], [-73.97194428900002, 40.745931871999886], [-73.97203331099983, 40.745804967999945]]",7.4315067597e-05,Murray Hill,170.0,Manhattan,40.747472556701666,-73.97830323301744
7,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,137.0,1,0.0461076242707,"[[-73.97219641647804, 40.74040257875024], [-73.97221685422322, 40.74030762506154], [-73.97226753642127, 40.740313743277184], [-73.9722700133414, 40.74030857434567], [-73.97225332319164, 40.740300105554866], [-73.97224837803633, 40.74029117185863], [-73.97229979590853, 40.740034962742975], [-73.97231030439093, 40.74001851267486], [-73.97233141721733, 40.7400109081997], [-73.97243888981417, 40.74002174997318], [-73.97253745182257, 40.73966141394607], [-73.97265743803044, 40.739222754276966], [-73.97265528968896, 40.73917826848007], [-73.9726506037967, 40.73905826571552], [-73.97264431062423, 40.73901746233535], [-73.97264512721954, 40.738958668310985], [-73.97264674830716, 40.73884587151235], [-73.97263256455133, 40.738789470052794], [-73.97263100998644, 40.738740265008055], [-73.97262787457508, 40.73870906197222], [-73.97262630543392, 40.73866586408449], [-73.97262792189784, 40.738593869671085], [-73.97262084766338, 40.73852066599611], [-73.9726192965622, 40.738463068045895], [-73.97262753952535, 40.73840038548476], [-73.97263884800155, 40.73839530977717], [-73.97263833265164, 40.73837968597632], [-73.97262807328735, 40.73836796724543], [-73.97262452608486, 40.73824336395957], [-73.9726327464413, 40.73823242426211], [-73.97263327107359, 40.738223833298434], [-73.97262254718066, 40.738217068211725], [-73.97261946865977, 40.73804427874751], [-73.97261474017301, 40.73802986934807], [-73.9726060999748, 40.737938672288784], [-73.97261872947428, 40.73791467680059], [-73.9726124265646, 40.73789787206911], [-73.97260457307685, 40.73782227307573], [-73.97261404225611, 40.73779827683594], [-73.97260621196618, 40.73766627757036], [-73.97260583208758, 40.73749474970565], [-73.97257739454064, 40.73749433836131], [-73.97257959604842, 40.73735478687316], [-73.97256998441054, 40.73726378775497], [-73.97259412459493, 40.73726174867489], [-73.97259521395056, 40.73723114989956], [-73.97260003717393, 40.737221768395315], [-73.97259458103935, 40.73718868180281], [-73.97260563605106, 40.73716588375281], [-73.97259459485838, 40.73715508388077], [-73.97259775633782, 40.737122685024104], [-73.97259776670337, 40.73709748050962], [-73.97258360606305, 40.73701588054919], [-73.97258445692434, 40.73687548339179], [-73.97259038224664, 40.73676965534477], [-73.9725829245608, 40.73674468509609], [-73.972579797985, 40.736690689579284], [-73.97257525871015, 40.73664650893144], [-73.97255622610943, 40.73646148552752], [-73.9725633368432, 40.73644588163205], [-73.97248994174741, 40.73580328010761], [-73.9725101678601, 40.735787129859595], [-73.97286939178467, 40.73577086128555], [-73.97441385816511, 40.736414393859], [-73.97445975070453, 40.73629401971837], [-73.974416773548, 40.73627772610679], [-73.97441154346602, 40.73628527904678], [-73.97439952343301, 40.73628408408965], [-73.97402692104305, 40.73612576724549], [-73.97404679254456, 40.73609992993463], [-73.97442932366866, 40.736260633491526], [-73.97442775474407, 40.73626619954391], [-73.97446647047282, 40.73627845682991], [-73.97450376013232, 40.736064588444], [-73.97447471755295, 40.73606238071294], [-73.97444082924032, 40.73605047965705], [-73.97443372879933, 40.73605371686953], [-73.97414062018366, 40.73595565716735], [-73.97415127634777, 40.735933792668014], [-73.97444722336759, 40.73603347295401], [-73.97444828612812, 40.73603779285906], [-73.97447828183064, 40.73604418545101], [-73.97450488285963, 40.73604228053671], [-73.97451459772603, 40.735894598411235], [-73.97450793938151, 40.73579694577236], [-73.97448737985142, 40.735876987533125], [-73.97444962990862, 40.73587039671474], [-73.97446125831894, 40.73583242506949], [-73.97424881734733, 40.73579823084531], [-73.97424533118316, 40.73578115493269], [-73.97425771965976, 40.73576732638401], [-73.974469391487, 40.73579916097891], [-73.97446862602692, 40.7357891567999], [-73.97447676009864, 40.73578915860297], [-73.97447066995052, 40.73572851519182], [-73.97446461207309, 40.73566817266455], [-73.97439147294988, 40.73566874159347], [-73.97439108143224, 40.73567315398562], [-73.97426298913933, 40.73567253975694], [-73.97426396904014, 40.73567694357618], [-73.97419155221249, 40.73568111586587], [-73.97418881323293, 40.73566089849516], [-73.97415673129369, 40.73565879219353], [-73.97414539712055, 40.73567255831331], [-73.97409217163273, 40.73564160471855], [-73.9740893642723, 40.73564553073938], [-73.97341851539187, 40.735367886022004], [-73.97343868734961, 40.735341388996005], [-73.97305698712053, 40.73517745341554], [-73.97280661710455, 40.73552391852113], [-73.97293673973691, 40.73559924929959], [-73.9729303192644, 40.73560761439672], [-73.97276308380349, 40.73550508747356], [-73.97299695202474, 40.73518650689114], [-73.9729639526808, 40.735169066679866], [-73.97293185609784, 40.73520531236901], [-73.97288512856927, 40.73518020390186], [-73.97286403116168, 40.735212267015186], [-73.97283745943452, 40.73519971670444], [-73.97294520758678, 40.73506517007111], [-73.97296719785788, 40.73507843076685], [-73.97294519031807, 40.7351077005131], [-73.97299560236563, 40.73512793848568], [-73.9729708363559, 40.735157216971274], [-73.97300291199267, 40.73517256003519], [-73.97303684713691, 40.7351279481501], [-73.97329895046123, 40.735242355077084], [-73.97332187458159, 40.73520191866486], [-73.97331638345146, 40.735196342781975], [-73.97329897672428, 40.73517681588363], [-73.97327881634085, 40.73514752741424], [-73.97327241144049, 40.7351189338514], [-73.97327700851481, 40.73507919579837], [-73.97329627362959, 40.7350408566426], [-73.97332929043593, 40.735010877391716], [-73.97336870942664, 40.73498927476267], [-73.97341821248345, 40.73497115816109], [-73.97345945915038, 40.73496837685119], [-73.97352270834288, 40.734975360846946], [-73.9735447289197, 40.73494432655072], [-73.97443700979296, 40.73531635606464], [-73.97467193099992, 40.73539830299991], [-73.97474900599997, 40.73542518899997], [-73.9748261859999, 40.73538167399991], [-73.9748930509999, 40.73537519599992], [-73.97495992999993, 40.73536871799993], [-73.97511055299996, 40.73539025499991], [-73.97522275599997, 40.73539790799989], [-73.97589093699993, 40.735673198999955], [-73.9763637329999, 40.73586797799992], [-73.97712441199997, 40.736196797999895], [-73.97792798399998, 40.73654414599988], [-73.97833820599989, 40.7367214709999], [-73.97849845599995, 40.73679095699989], [-73.97805226499996, 40.7375539539999], [-73.97891574499987, 40.737917658999876], [-73.97949062699986, 40.73815979199986], [-73.98041832999985, 40.73855053099987], [-73.98266497499989, 40.73949733299986], [-73.98221134499993, 40.7401145349999], [-73.98176150799992, 40.740733112999905], [-73.98131180499988, 40.74135092399991], [-73.98085965399993, 40.741969767999905], [-73.98040998099987, 40.74258715999988], [-73.97995899799996, 40.743205200999924], [-73.97950790899995, 40.743825200999915], [-73.9790584949999, 40.7444435519999], [-73.97860713299984, 40.7450578309999], [-73.97812378199983, 40.74572717299987], [-73.97735988999995, 40.74540421599994], [-73.97588117699995, 40.74477922399991], [-73.97522419999986, 40.744504681999906], [-73.97350835000003, 40.743782033999885], [-73.97223028499984, 40.743249026999884], [-73.97210897599994, 40.74320549099992], [-73.97206165299998, 40.74318802999993], [-73.97198880299989, 40.74316289599995], [-73.97191659199993, 40.74313739399983], [-73.97167921200406, 40.74305446402989], [-73.97188888913038, 40.7427248203555], [-73.97176261327057, 40.74267267153466], [-73.97174059715836, 40.74266357950899], [-73.9717750124801, 40.74261591264713], [-73.97195955856255, 40.74233792154363], [-73.97204926316721, 40.7418877537763], [-73.97206949682803, 40.741788905934726], [-73.97210163980672, 40.741623202060914], [-73.97215263572176, 40.74138858760125], [-73.97219804813778, 40.74114466869176], [-73.97228618248482, 40.74073827407896], [-73.97228992099222, 40.74072103903176], [-73.9722128259937, 40.740711663608245], [-73.97219567275307, 40.74070957946137], [-73.9721826857009, 40.74070627990965], [-73.97216848387873, 40.740693120300485], [-73.97216477368652, 40.74067572212913], [-73.97216549760822, 40.74067216504988], [-73.97221525425884, 40.740426563519435], [-73.9722251561433, 40.740416696931206], [-73.97223504317171, 40.74041340340201], [-73.97223566211, 40.74040541522519], [-73.97219641647804, 40.74040257875024]]",0.000116455098947,Kips Bay,137.0,Manhattan,40.737884681111716,-73.97382133463047
8,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,237.0,1,0.0422126003388,"[[-73.96612747299989, 40.76217929999994], [-73.9665833839999, 40.76155093499988], [-73.96818687799986, 40.76222682099993], [-73.96968801199992, 40.76286596199986], [-73.96980028899992, 40.76291351199995], [-73.9699048929999, 40.762958042999834], [-73.97141141699996, 40.763587473999955], [-73.97301487199995, 40.76427887899991], [-73.97255352299985, 40.76489773199991], [-73.97209852400005, 40.76551725099991], [-73.97164774299996, 40.76614246799993], [-73.97118812999996, 40.766766592999915], [-73.97072777399985, 40.76739372199989], [-73.97028165499981, 40.768025031999905], [-73.96982455299987, 40.76864600899992], [-73.96936484599993, 40.76927065699993], [-73.96890454699994, 40.76990083199992], [-73.96844155899997, 40.77051632699992], [-73.96799327799991, 40.77114722999993], [-73.96753398399983, 40.77177618399991], [-73.96703947599987, 40.772461218999865], [-73.96653616999981, 40.7731403689999], [-73.96607448999993, 40.7737729889999], [-73.96560968599992, 40.77440720099987], [-73.96514745399985, 40.775044231999864], [-73.96468735799992, 40.77567708199995], [-73.96308760299976, 40.775002841999886], [-73.96158453899987, 40.77436878399993], [-73.9614758119999, 40.77432401099989], [-73.96136792699977, 40.77427876099991], [-73.95985681799993, 40.7736427679999], [-73.95825534899998, 40.772965336999896], [-73.9587170739999, 40.77233167499991], [-73.9591817999999, 40.77169682399995], [-73.959644408, 40.771064265999925], [-73.96010955199993, 40.77043221099989], [-73.96060180599979, 40.769749186999924], [-73.9611017069999, 40.7690593189999], [-73.96155824299983, 40.76843761199996], [-73.96201413099995, 40.76781230799988], [-73.9624699899999, 40.76718493299991], [-73.96292865800001, 40.76655862799987], [-73.96340154099988, 40.765911190999894], [-73.96384291099993, 40.76530968599997], [-73.9642979039999, 40.76468198699991], [-73.96475544899988, 40.76405706999992], [-73.96521328099986, 40.76343135899992], [-73.96566959999997, 40.76280455599994], [-73.96612747299989, 40.76217929999994]]",9.5987320662e-05,Upper East Side South,237.0,Manhattan,40.768456095306036,-73.96566603151011
9,2020-09-01T00:00:00.000-07:00,2021-01-01T00:00:00.000-08:00,249.0,1,0.03638434365,"[[-74.00250642399995, 40.72901638499997], [-74.00281726599992, 40.72836312899994], [-74.00312767499993, 40.72839380099989], [-74.00531369199996, 40.72860449399992], [-74.0070902079999, 40.72877225299994], [-74.00697298799992, 40.72949498999988], [-74.00685682099994, 40.7302282359999], [-74.00673713399992, 40.7309470659999], [-74.00662407199995, 40.73166937899993], [-74.00650135299995, 40.73242587499988], [-74.00640707699989, 40.733053939999884], [-74.0062942419999, 40.733742041999925], [-74.00618179699998, 40.734439131999885], [-74.00606869899997, 40.735133213999916], [-74.00596018000002, 40.7358450069999], [-74.00585387099987, 40.73653322599989], [-74.00579620299999, 40.73692169799991], [-74.0056870449999, 40.73755187899992], [-74.00559149599995, 40.73813833999992], [-74.00549494099988, 40.73875392299989], [-74.00539035999991, 40.73941197299994], [-74.00529178799992, 40.74002322299992], [-74.00515808199998, 40.74085808099991], [-74.00252381499989, 40.73975264399995], [-73.99968392199985, 40.73855224899989], [-73.99683993899998, 40.73736088899995], [-73.99734132799996, 40.736667888999925], [-73.99780443099984, 40.73603215799991], [-73.99827418999986, 40.73539113999988], [-73.99853021599989, 40.73503789199989], [-73.99871443800002, 40.73478386099987], [-73.999187803, 40.734134833999896], [-73.99955589199998, 40.73361059599991], [-73.99975771599985, 40.73334132199989], [-74.000066577, 40.7329292359999], [-74.00051066399996, 40.73231522299996], [-74.00095442299988, 40.731706097999954], [-74.00141242499994, 40.731065255999916], [-74.0016846549999, 40.73058156199995], [-74.00213899299997, 40.72979574399988], [-74.00220337299997, 40.72965325599995], [-74.00250642399995, 40.72901638499997]]",7.2215595773e-05,West Village,249.0,Manhattan,40.73381070285705,-74.00308130090468
