trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
0.36,3.5,0.0,1.0,0.0,7.8,"",0.3,2.5,0.5
1.7,7.5,1.5,3.5,0.0,13.3,"",0.3,2.5,0.5
6.4,23.5,5.55,3.5,0.0,33.35,"",0.3,2.5,0.5
2.08,9.5,2.48,1.0,0.0,16.28,"",0.3,2.5,0.5
0.75,5.0,0.0,1.0,0.0,6.8,"",0.3,0.0,0.5
2.04,8.0,3.08,1.0,0.0,15.38,"",0.3,2.5,0.5
2.3,9.0,3.32,1.0,0.0,16.62,"",0.3,2.5,0.5
2.2,9.0,2.0,3.5,0.0,15.3,"",0.3,2.5,0.5
1.3,7.0,1.0,3.5,0.0,12.3,"",0.3,2.5,0.5
1.7,8.0,2.45,3.5,0.0,14.75,"",0.3,2.5,0.5
0.9,5.0,1.4,3.5,0.0,10.7,"",0.3,2.5,0.5
2.71,12.5,1.0,1.0,0.0,17.8,"",0.3,2.5,0.5
1.2,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
1.85,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
0.91,5.0,0.0,1.0,0.0,9.3,"",0.3,2.5,0.5
0.52,4.0,0.58,1.0,0.0,6.38,"",0.3,0.0,0.5
2.0,7.5,2.95,1.0,0.0,14.75,"",0.3,2.5,0.5
2.44,12.0,2.0,1.0,0.0,18.3,"",0.3,2.5,0.5
3.8,16.0,0.0,3.5,0.0,20.3,"",0.3,2.5,0.5
4.0,15.5,3.95,3.5,0.0,23.75,"",0.3,2.5,0.5
1.1,7.0,1.0,3.5,0.0,12.3,"",0.3,2.5,0.5
4.9,17.5,0.0,3.5,0.0,21.8,"",0.3,2.5,0.5
0.0,22.0,0.0,0.0,0.0,22.3,"",0.3,0.0,0.0
1.69,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
1.06,5.5,2.94,1.0,0.0,12.74,"",0.3,2.5,0.5
1.86,8.5,2.56,1.0,0.0,15.36,"",0.3,2.5,0.5
2.49,10.5,1.0,1.0,0.0,15.8,"",0.3,2.5,0.5
5.84,20.5,4.2,1.0,0.0,29.0,"",0.3,2.5,0.5
1.44,6.5,2.7,1.0,0.0,13.5,"",0.3,2.5,0.5
1.46,8.5,2.56,1.0,0.0,15.36,"",0.3,2.5,0.5
3.3,13.0,4.33,1.0,0.0,21.63,"",0.3,2.5,0.5
2.21,11.0,3.06,1.0,0.0,18.36,"",0.3,2.5,0.5
0.58,5.5,0.0,1.0,0.0,9.8,"",0.3,2.5,0.5
1.71,8.5,2.56,1.0,0.0,15.36,"",0.3,2.5,0.5
2.7,12.0,4.08,1.0,0.0,20.38,"",0.3,2.5,0.5
2.0,10.0,2.15,3.5,0.0,16.45,"",0.3,2.5,0.5
4.4,16.5,0.0,3.5,0.0,20.8,"",0.3,2.5,0.5
2.5,11.5,2.5,3.5,0.0,18.3,"",0.3,2.5,0.5
0.4,4.0,0.0,1.0,0.0,5.8,"",0.3,0.0,0.5
0.6,5.0,1.0,3.5,0.0,10.3,"",0.3,2.5,0.5
0.5,4.5,1.75,3.5,0.0,10.55,"",0.3,2.5,0.5
1.0,7.5,1.0,3.5,0.0,12.8,"",0.3,2.5,0.5
13.7,40.0,5.0,3.5,6.12,55.42,"",0.3,2.5,0.5
6.5,27.0,6.26,1.0,0.0,37.56,"",0.3,2.5,0.5
1.49,7.0,2.26,1.0,0.0,13.56,"",0.3,2.5,0.5
3.24,12.0,2.44,1.0,0.0,18.74,"",0.3,2.5,0.5
5.66,20.0,4.86,1.0,0.0,29.16,"",0.3,2.5,0.5
1.6,8.5,2.55,3.5,0.0,15.35,"",0.3,2.5,0.5
3.0,13.0,2.0,3.5,0.0,19.3,"",0.3,2.5,0.5
2.7,12.0,3.25,3.5,0.0,19.55,"",0.3,2.5,0.5
1.6,7.5,2.35,3.5,0.0,14.15,"",0.3,2.5,0.5
2.9,12.5,2.0,3.5,0.0,18.8,"",0.3,2.5,0.5
3.6,15.5,2.0,3.5,0.0,21.8,"",0.3,2.5,0.5
1.1,6.5,2.15,3.5,0.0,12.95,"",0.3,2.5,0.5
3.0,12.0,3.26,3.5,0.0,19.56,"",0.3,2.5,0.5
