trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
4.0,18.0,6.0,2.5,0.0,27.3,"",0.3,2.5,0.5
2.42,11.0,2.86,0.0,0.0,17.16,"",0.3,2.5,0.5
1.82,8.0,2.26,0.0,0.0,13.56,"",0.3,2.5,0.5
0.4,4.0,0.0,0.0,0.0,4.8,"",0.3,0.0,0.5
0.1,3.0,0.0,2.5,0.0,6.3,"",0.3,0.0,0.5
1.0,6.5,1.96,2.5,0.0,11.76,"",0.3,2.5,0.5
3.13,15.0,2.0,0.0,0.0,20.3,"",0.3,2.5,0.5
2.3,12.5,1.0,0.0,0.0,14.3,"",0.3,0.0,0.5
0.4,4.0,1.46,2.5,0.0,8.76,"",0.3,2.5,0.5
1.9,9.5,2.0,2.5,0.0,14.8,"",0.3,2.5,0.5
0.8,7.0,2.55,2.5,0.0,12.85,"",0.3,2.5,0.5
1.1,7.0,2.05,2.5,0.0,12.35,"",0.3,2.5,0.5
2.4,10.0,2.65,2.5,0.0,15.95,"",0.3,2.5,0.5
2.2,10.5,2.0,2.5,0.0,15.8,"",0.3,2.5,0.5
1.46,7.5,0.0,0.0,0.0,10.8,"",0.3,2.5,0.5
3.65,15.5,0.0,0.0,0.0,18.8,"",0.3,2.5,0.5
1.9,10.0,0.0,2.5,0.0,13.3,"",0.3,2.5,0.5
1.6,9.0,2.45,2.5,0.0,14.75,"",0.3,2.5,0.5
5.05,19.0,4.46,0.0,0.0,26.76,"",0.3,2.5,0.5
3.9,16.5,0.0,2.5,0.0,19.8,"",0.3,2.5,0.5
0.0,20.2,0.0,0.0,0.0,21.0,"",0.3,0.0,0.5
1.05,7.5,2.7,0.0,0.0,13.5,"",0.3,2.5,0.5
2.65,13.5,0.0,0.0,0.0,14.3,"",0.3,0.0,0.5
3.43,18.0,0.0,0.0,0.0,21.3,"",0.3,2.5,0.5
10.2,35.0,7.65,2.5,0.0,45.95,"",0.3,2.5,0.5
3.13,13.5,3.36,0.0,0.0,20.16,"",0.3,2.5,0.5
1.04,6.5,0.0,0.0,0.0,9.8,"",0.3,2.5,0.5
1.7,8.5,2.36,2.5,0.0,14.16,"",0.3,2.5,0.5
1.2,7.5,0.0,2.5,0.0,10.8,"",0.3,2.5,0.5
1.6,10.5,2.0,2.5,0.0,15.8,"",0.3,2.5,0.5
0.6,4.5,0.0,2.5,0.0,7.8,"",0.3,2.5,0.5
0.9,8.0,2.83,2.5,0.0,14.13,"",0.3,2.5,0.5
