day,average_tip,average_distance
FRIDAY,22.31577320644396,6.123312650310892
MONDAY,22.843004517378844,6.2130896296668805
SATURDAY,22.862844262490274,5.95406582598982
SUNDAY,22.69544039388733,6.091947290599432
THURSDAY,22.708534887411737,5.658715026551538
TUESDAY,22.706509728541356,5.667919460888757
WEDNESDAY,21.70880737208648,6.077595605226563
