day,average_tip,average_distance
FRIDAY,22.31577320644448,6.123312650310891
MONDAY,22.843004517376496,6.213089629667016
SATURDAY,22.86284426249195,5.954065825989811
SUNDAY,22.695440393886717,6.091947290599376
THURSDAY,22.70853488740842,5.658715026551415
TUESDAY,22.706509728543374,5.667919460888695
WEDNESDAY,21.708807372089492,6.0775956052265325
