day,average_tip,average_distance
FRIDAY,22.315773206442678,6.123312650310925
MONDAY,22.84300451737857,6.213089629666894
SATURDAY,22.862844262491226,5.954065825989874
SUNDAY,22.695440393886244,6.09194729059926
THURSDAY,22.70853488741113,5.658715026551424
TUESDAY,22.706509728541864,5.667919460888745
WEDNESDAY,21.708807372087115,6.07759560522662
