day,average_tip,average_distance
FRIDAY,22.315773206444995,6.123312650310841
MONDAY,22.84300451737849,6.213089629666808
SATURDAY,22.86284426249375,5.954065825989966
SUNDAY,22.69544039388352,6.091947290599342
THURSDAY,22.708534887409144,5.658715026551269
TUESDAY,22.70650972854243,5.667919460888734
WEDNESDAY,21.708807372088106,6.077595605226686
