day,average_tip,average_distance
FRIDAY,22.31577320644259,6.1233126503108215
MONDAY,22.843004517376826,6.213089629666884
SATURDAY,22.862844262492136,5.9540658259898365
SUNDAY,22.69544039388729,6.091947290599305
THURSDAY,22.70853488741199,5.658715026551413
TUESDAY,22.70650972853919,5.66791946088874
WEDNESDAY,21.70880737209018,6.077595605226647
